Year,Quarter,1. Revenue,1.1. Income from financial assets regconized through profit/loss (FVTPL),1.1.1. Income from selling financial assets FVTPL,1.1.2. FVTPL revaluation gain,"1.1.3. Dividend, interest from FVTPL financial assets",1.2. Income from held to maturity investment (HTM),1.3. Income from loans and receivables,1.4. Income from available for sales assets (AFS),1.5. Income from derivatives,1.6. Revenue in Brokerage services,1.7. Revenue in Underwriting services,1.8. Revenue in Issuance agency services,1.9. Revenue in Advisory services,1.10.Revenue in Auction trust services,1.11. Revenue in Securities custody services,1.12. Revenue in Securities investment and other investment activities,1.13. Rental income from investment property,1.14. Revenue from advisory services,1.15. Others revenue,2. Deductions,3. Net sales and services,4. Cost of goods sold,4.1. Loss from financial assets recognized through profit/loss (FVTPL),4.1.1 Loss from selling financial assets FVTPL,4.1.2 FVTPL financial assets revaluation loss,4.1.3 FVTPL financial assets purchase transaction costs,4.2 Loss form held to maturity investment (HTM),"4.3 Interest cost, loss from loans and receivables",4.4 Loss from available for sales assets (AFS),"4.5 Provision for losses from mortgage assets, uncollectible receivables, and borrowing expenses",4.6 Loss from derivatives,4.7 Proprietary trading services expenses,4.8 Brokerage expenses,"4.9 Underwriting, securities issuance expenses",4.10 Expenses for securities advisory,4.11 Bidding agent service expenses,4.12 Investor' securities depository expenses,4.13 Expenses for financial advisory activities,4.14 Other expenses,4.14.1 Expenses arise from securities transaction errors and other errors,5. Gross profit/(loss) from operating activities,6. Revenue from financial activities,6.1. Realized and unrealized foreign exchange gain,6.2. Income from non fixed accrued dividend and interest,"6.3. Gain from disposals or sales of investments in subsidiaries, associates and joint ventures",6.4. Other revenue from investments,7. Financial expenses,7.1. Realized and unrealized foreign exchange loss,7.2. Interests expenses,"7.3. Loss from disposals or sales of investments in subsidiaries, associates and joint ventures",7.4. Provision for losses on long term financial investment,7.5. Other investment expenses,8. Gain/(loss) from joint ventures,9. Selling costs,10. General and administrative expenses,11. Net profit/(loss) from operating activities,12. Other incomes/(loss),13. Other profit,14. Others revenue,"15. Shares of profit/(loss) in associates, joint-ventures",16. Profit/(loss) before tax,16.1.  Realized gain,16.2.  Unrealized gain,17. Business income tax expenses,17.1.  Current Enterprise Income Tax Expense,17.2.  DeferredIncomeTaxIncome/(expense),18.  Net profit/(loss)after tax,19. Equity holders of the parent,20. Profit after tax deducted of Funds,21. Minority Interests,22. Gain (loss) from revaluation of held to maturity investments,23. Gain (loss) from revaluation of available for sales financial assets,"24. Gain (loss) distributed from investments in subsidiaries, associates and joint ventures",25. Gain (loss) from revaluation of derivatives,26. Gain (loss) from foreign exchange difference of overseas operations,"27. Pre-distributed gain (loss) from investments in subsidiaries, associates and joint ventures",28. Gain (loss) from revaluation of derivatives,29. Gain (loss) from revaluation of fixed assets using fair value model,30. Total comprehensive income,31. Comprehensive income distributed to shareholders,32. Comprehensive income distributed to uncontrolled shareholders,33. Net income to common share,34. Basic earnings/(loss) per share,35. EPS_diluted
2008,0,23731668751,0,0,0,0,0,0,0,0,790016680,0,0,778200000,0,0,11982119497,0,0,10181332574,0,23731668751,-7891773178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15839895573,0,0,0,0,0,0,0,0,0,0,0,0,0,-15340200464,499695109,3607203,0,3607203,0,503302312,0,0,0,-33059449,0,470242863,470242863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0
2009,0,53037193383,0,0,0,0,0,0,0,0,16549127806,0,0,5755031353,0,0,20260894990,0,0,10472139234,0,53037193383,-14605586569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38431606814,0,0,0,0,0,0,0,0,0,0,0,0,0,-17007121263,21424485551,638896,-10000000,-9361104,0,21415124447,0,0,0,-3701788238,0,17713336209,17713336209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,0
2010,0,102921811972,0,0,0,0,0,0,0,0,26005447491,0,0,349985970,0,0,54960060507,0,0,21606318004,0,102921811972,-53022112605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49899699367,0,0,0,0,0,0,0,0,0,0,0,0,0,-21892954152,28006745215,4175100,-1176191580,-1172016480,0,26834728735,0,0,0,-6645271334,0,20189457401,20189457401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0
2011,0,65666646128,0,0,0,0,0,0,0,0,20621191091,0,0,542990453,0,0,333376004,0,0,44169088580,0,65666646128,-141691695427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76025049299,0,0,0,0,0,0,0,0,0,0,0,0,0,-20192948676,-96217997975,120191309,-184969551,-64778242,0,-96282776217,0,0,0,0,0,-96282776217,-96282776217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2821,0
2012,0,18597230541,0,0,0,0,0,0,0,0,1589889373,0,0,419091365,0,0,238137980,0,0,16350111823,0,18597230541,-69175861544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-50578631003,0,0,0,0,0,0,0,0,0,0,0,0,0,-12674073290,-63252704293,42023276,-190000000,-147976724,0,-63400681017,0,0,0,0,0,-63400681017,-63400681017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1857,0
2013,0,12547121582,0,0,0,0,0,0,0,0,952907555,0,0,2128841582,0,0,315705800,0,0,9149666645,0,12547121582,-9490055900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3057065682,0,0,0,0,0,0,0,0,0,0,0,0,0,3129268739,6186334421,1268344358,-800708050,467636308,0,6653970729,0,0,0,0,0,6653970729,6653970729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0
2014,0,14220676882,0,0,0,0,0,0,0,0,3694880338,0,0,3580545454,0,0,559458092,0,0,6385792998,0,14220676882,5405506972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19626183854,0,0,0,0,0,0,0,0,0,0,0,0,0,-9627906022,9998277832,544016352,-532841448,11174904,0,10009452736,0,0,0,0,0,10009452736,10009452736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0
2015,0,9416034895,60350000,11000000,0,49350000,0,3296949928,0,0,4844573671,0,0,0,0,0,0,0,1210979126,3182170,0,9416034895,-5319806648,-2546130000,-2546130000,0,0,0,0,0,2335260000,0,0,-1386054852,0,0,0,-249588457,-72814012,-3400479327,0,4096228247,293536043,0,293536043,0,0,-1801993040,0,-1801993040,0,0,0,0,0,4410933383,6998704633,577830227,-905743966,-327913739,0,6670790894,6670790894,0,0,0,0,6670790894,6670790894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,0
2016,0,7620639181,0,0,0,0,0,1010809191,0,0,5793572446,0,0,0,0,152822123,0,0,650409091,13026330,0,7620639181,-26427950968,-19680000000,-19680000000,0,0,0,0,0,-117630000,0,0,-2030657579,0,0,0,-458778344,-367115666,-3773769379,0,-18807311787,256045514,0,256045514,0,0,-1148658771,0,-1148658771,0,0,0,0,0,-5330085942,-25030010986,498054422,-514665931,-16611509,0,-25046622495,-25046622495,0,0,0,0,-25046622495,-25046622495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-734,0
2017,0,10122785086,3119840000,3119840000,0,0,0,85944342,0,0,6199527100,0,0,0,0,179644692,0,0,500454546,37374406,0,10122785086,-6277779966,-1122255600,-1105955600,-16300000,0,0,0,0,1845379600,0,0,-2235536779,0,0,0,-214864033,-219984340,-4330518814,0,3845005120,501261697,0,501261697,0,0,-757468043,0,-757468043,0,0,0,0,0,-2424029706,1164769068,83000,-3000000,-2917000,0,1161852068,1178152068,-16300000,0,0,0,1161852068,1161852068,0,0,0,0,0,0,0,0,0,-510000000,-510000000,-510000000,0,0,34,0
